ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,ROAD_NAME,LGA_NAME,LATITUDE,LONGITUDE,YEAR,MONTH,MONTH_NAME,HOUR,TIME_PERIOD,DAY_TYPE
T20190000211,2019-01-04,17:31:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,48303,Cross intersection,2,80,Arterial Highway,SPRINGVALE,DANDENONG,-37.983612,145.1459,2019,1,January,17,Afternoon Peak,Weekday
T20190000234,2019-01-05,11:10:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29537,Cross intersection,2,60,Arterial Other,PRINCESS,BOROONDARA,-37.79912,145.03032,2019,1,January,11,Midday,Weekend
T20190000527,2019-01-05,17:50:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,56829,Cross intersection,3,60,Local Road,ARCHER,SHEPPARTON,-36.38086,145.41331,2019,1,January,17,Afternoon Peak,Weekend
T20190000285,2019-01-05,00:10:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,57520,Cross intersection,2,70,Arterial Highway,DANDENONG,PORT PHILLIP,-37.860416,145.01048,2019,1,January,0,Late Night,Weekend
T20190000283,2019-01-05,20:05:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,340974,Not at intersection,3,80,Arterial Other,WELLINGTON,YARRA RANGES,-37.961033,145.36005,2019,1,January,20,Night,Weekend
T20190000282,2019-01-05,16:00:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,342099,Not at intersection,3,50,Local Road,GILBERT,DAREBIN,-37.73642,144.99033,2019,1,January,16,Afternoon Peak,Weekend
T20190000281,2019-01-05,19:20:00,2,Struck Pedestrian,6,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,36258,Cross intersection,3,60,Local Road,BOUVERIE,MELBOURNE,-37.804394,144.96178,2019,1,January,19,Night,Weekend
T20190000280,2019-01-05,19:05:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,224568,Cross intersection,2,80,Arterial Highway,BURWOOD,KNOX,-37.888744,145.29471,2019,1,January,19,Night,Weekend
T20190000239,2019-01-05,12:40:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,341162,Not at intersection,3,60,Arterial Other,EMERALD-MONBULK,CARDINIA,-37.922565,145.4436,2019,1,January,12,Midday,Weekend
T20190000273,2019-01-05,17:52:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,54901,T intersection,3,80,Local Road,HAZEL GLEN,WHITTLESEA,-37.58812,145.1413,2019,1,January,17,Afternoon Peak,Weekend
T20190000270,2019-01-05,17:20:00,6,Vehicle overturned (no collision),6,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,342842,Not at intersection,2,100,Arterial Highway,PYRENEES,PYRENEES,-37.19694,143.32526,2019,1,January,17,Afternoon Peak,Weekend
T20190000265,2019-01-05,12:48:00,1,Collision with vehicle,6,Saturday,120,HEAD ON (NOT OVERTAKING),1,341473,Not at intersection,3,80,Arterial Highway,GREAT OCEAN,CORANGAMITE,-38.74685,143.2783,2019,1,January,12,Midday,Weekend
T20190000264,2019-01-05,14:50:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,19689,Cross intersection,3,60,Arterial Highway,MCIVOR,BENDIGO,-36.786945,144.502,2019,1,January,14,Midday,Weekend
T20190000260,2019-01-05,16:01:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,44609,Cross intersection,3,60,Arterial Other,MAIN,BALLARAT,-37.569946,143.87057,2019,1,January,16,Afternoon Peak,Weekend
T20190000330,2019-01-05,17:30:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,341037,Not at intersection,2,50,Local Road,CAMERONS,BAW BAW,-38.1742,145.9666,2019,1,January,17,Afternoon Peak,Weekend
T20190000257,2019-01-05,14:43:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,340939,Not at intersection,2,60,Arterial Other,GRANGE,GLEN EIRA,-37.89016,145.04497,2019,1,January,14,Midday,Weekend
T20190000256,2019-01-05,15:04:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,40959,T intersection,3,60,Arterial Other,PASCOE VALE,MORELAND,-37.69957,144.91505,2019,1,January,15,Afternoon Peak,Weekend
T20190000223,2019-01-05,03:19:00,1,Collision with vehicle,6,Saturday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,3,258473,T intersection,3,40,Local Road,THOMAS MITCHELL DRIVE SERVICE,WODONGA,-36.12604,146.8897,2019,1,January,3,Late Night,Weekend
T20190000224,2019-01-05,03:40:00,4,Collision with a fixed object,6,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,66175,T intersection,2,60,Arterial Other,RIDGE,YARRA RANGES,-37.819904,145.36414,2019,1,January,3,Late Night,Weekend
T20190000254,2019-01-05,14:10:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,40771,T intersection,3,60,Arterial Other,BLACKBURN,MONASH,-37.86896,145.149,2019,1,January,14,Midday,Weekend
T20190000247,2019-01-05,13:30:00,1,Collision with vehicle,6,Saturday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,341215,T intersection,3,60,Arterial Other,CANTERBURY,WHITEHORSE,-37.828514,145.11977,2019,1,January,13,Midday,Weekend
T20190000245,2019-01-05,13:00:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,15454,T intersection,3,100,Arterial Highway,BELLARINE,GEELONG,-38.26096,144.60883,2019,1,January,13,Midday,Weekend
T20190000231,2019-01-05,09:30:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,341219,Not at intersection,3,60,Arterial Highway,BRIGHTON ROAD SERVICE,PORT PHILLIP,-37.87653,144.99226,2019,1,January,9,Morning Peak,Weekend
T20190000242,2019-01-05,13:15:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,42744,Cross intersection,2,60,Arterial Highway,NEPEAN,KINGSTON,-37.965664,145.0578,2019,1,January,13,Midday,Weekend
T20190000232,2019-01-05,10:35:00,1,Collision with vehicle,6,Saturday,122,LEFT THROUGH,1,342503,Not at intersection,2,80,Arterial Other,MONASH,LATROBE,-38.23967,146.41974,2019,1,January,10,Midday,Weekend
T20190000241,2019-01-05,01:20:00,5,collision with some other object,6,Saturday,166,STRUCK OBJECT ON CARRIAGEWAY,6,340982,Not at intersection,3,80,Arterial Other,KANGAROO GROUND-WARRANDYTE,NILLUMBIK,-37.71376,145.22302,2019,1,January,1,Late Night,Weekend
T20190000238,2019-01-05,09:45:00,1,Collision with vehicle,6,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),1,40711,T intersection,3,60,Arterial Other,MIDDLEBOROUGH,WHITEHORSE,-37.84238,145.13411,2019,1,January,9,Morning Peak,Weekend
T20190007367,2019-01-05,13:50:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,344494,T intersection,3,60,Arterial Other,MOUNT DANDENONG TOURIST,YARRA RANGES,-37.893253,145.32562,2019,1,January,13,Midday,Weekend
T20190000414,2019-01-06,11:30:00,1,Collision with vehicle,7,Sunday,131,LEFT REAR,1,17664,Cross intersection,3,60,Arterial Highway,PRINCE,ALPINE,-36.558342,146.71982,2019,1,January,11,Midday,Weekend
T20190000312,2019-01-06,12:35:00,1,Collision with vehicle,7,Sunday,121,RIGHT THROUGH,1,264730,T intersection,3,80,Arterial Highway,NORTHERN,MITCHELL,-37.423096,144.9786,2019,1,January,12,Midday,Weekend
T20190000286,2019-01-06,01:15:00,9,Other accident,7,Sunday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,9,53031,Cross intersection,2,60,Arterial Other,ELEVENTH,MILDURA,-34.20186,142.17207,2019,1,January,1,Late Night,Weekend
T20190000299,2019-01-06,06:10:00,4,Collision with a fixed object,7,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,344455,Not at intersection,2,80,Arterial Other,WHITTLESEA-KINGLAKE,MURRINDINDI,-37.480515,145.25021,2019,1,January,6,Morning Peak,Weekend
T20190000317,2019-01-06,15:31:00,2,Struck Pedestrian,7,Sunday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,344149,Not at intersection,3,50,Local Road,ROBINSWOOD,CASEY,-38.068386,145.30537,2019,1,January,15,Afternoon Peak,Weekend
T20190000318,2019-01-06,17:10:00,1,Collision with vehicle,7,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,340958,Not at intersection,2,60,Local Road,GRAND,HUME,-37.572594,144.91473,2019,1,January,17,Afternoon Peak,Weekend
T20190000319,2019-01-06,16:05:00,1,Collision with vehicle,7,Sunday,121,RIGHT THROUGH,1,43827,T intersection,2,60,Local Road,GRANTULLA,YARRA RANGES,-37.886642,145.37776,2019,1,January,16,Afternoon Peak,Weekend
T20190000322,2019-01-06,05:30:00,6,Vehicle overturned (no collision),7,Sunday,170,OFF CARRIAGEWAY TO LEFT,2,342146,Not at intersection,3,100,Arterial Other,COHUNA-KOONDROOK,GANNAWARRA,-35.72439,144.15483,2019,1,January,5,Morning Peak,Weekend
T20190000323,2019-01-06,19:50:00,4,Collision with a fixed object,7,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,340997,Not at intersection,2,60,Arterial Other,BEACH,BAYSIDE,-37.96718,145.01225,2019,1,January,19,Night,Weekend
T20190000324,2019-01-06,18:55:00,1,Collision with vehicle,7,Sunday,142,LEAVING PARKING,1,340966,Not at intersection,2,60,Arterial Other,BARKLY,PORT PHILLIP,-37.86585,144.98146,2019,1,January,18,Afternoon Peak,Weekend
T20190000326,2019-01-06,17:10:00,4,Collision with a fixed object,7,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,360287,Not at intersection,3,100,Local Road,VAUGHAN-CHEWTON,MOUNT ALEXANDER,-37.10853,144.25348,2019,1,January,17,Afternoon Peak,Weekend
T20190000327,2019-01-06,17:08:00,4,Collision with a fixed object,7,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,344971,Not at intersection,3,100,Freeway,PRINCES,CARDINIA,-38.072582,145.5519,2019,1,January,17,Afternoon Peak,Weekend
T20190000328,2019-01-06,13:03:00,1,Collision with vehicle,7,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,342101,Not at intersection,3,40,Local Road,CHAMBERS,HOBSONS BAY,-37.831722,144.84319,2019,1,January,13,Midday,Weekend
T20190000331,2019-01-06,10:30:00,1,Collision with vehicle,7,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,40007,Cross intersection,3,50,Arterial Other,MELBOURNE,HOBSONS BAY,-37.856316,144.89249,2019,1,January,10,Midday,Weekend
T20190000335,2019-01-06,20:40:00,4,Collision with a fixed object,7,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,341149,Not at intersection,2,100,Arterial Highway,HENTY,YARRIAMBIACK,-36.11026,142.42159,2019,1,January,20,Night,Weekend
T20190000336,2019-01-06,18:10:00,1,Collision with vehicle,7,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,340962,Not at intersection,2,50,Local Road,SOMERVILLE,CASEY,-38.030327,145.25336,2019,1,January,18,Afternoon Peak,Weekend
T20190000338,2019-01-06,23:07:00,4,Collision with a fixed object,7,Sunday,164,PERMANENT OBSTRUCTION ON CARRIAGEWAY,3,46421,T intersection,2,50,Local Road,PEEL,HOBSONS BAY,-37.846573,144.89441,2019,1,January,23,Night,Weekend
T20190000302,2019-01-06,11:00:00,1,Collision with vehicle,7,Sunday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,37128,T intersection,3,60,Arterial Other,SOMERTON,HUME,-37.639442,144.91948,2019,1,January,11,Midday,Weekend
T20190000309,2019-01-06,12:32:00,1,Collision with vehicle,7,Sunday,136,RIGHT TURN SIDESWIPE,1,279264,Multiple intersection,2,60,Freeway,BACCHUS MARSH,GEELONG,-38.058605,144.35844,2019,1,January,12,Midday,Weekend
T20190000308,2019-01-06,12:05:00,1,Collision with vehicle,7,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,49588,T intersection,2,100,Arterial Other,GEELONG-BACCHUS MARSH,MOORABOOL,-37.77675,144.43636,2019,1,January,12,Midday,Weekend
T20190000348,2019-01-06,19:15:00,2,Struck Pedestrian,7,Sunday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,39928,T intersection,3,60,Arterial Other,MILLERS,HOBSONS BAY,-37.838486,144.84702,2019,1,January,19,Night,Weekend
T20190000307,2019-01-06,12:15:00,1,Collision with vehicle,7,Sunday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,341470,Not at intersection,2,80,Arterial Other,FERNTREE GULLY,KNOX,-37.89928,145.22217,2019,1,January,12,Midday,Weekend
T20190000305,2019-01-06,10:28:00,1,Collision with vehicle,7,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,38329,Cross intersection,3,60,Arterial Other,FOOTE,MANNINGHAM,-37.759094,145.12993,2019,1,January,10,Midday,Weekend
T20190000304,2019-01-06,08:45:00,4,Collision with a fixed object,7,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,341098,Not at intersection,2,80,Local Road,MYERS CREEK,YARRA RANGES,-37.5701,145.5089,2019,1,January,8,Morning Peak,Weekend
T20190000363,2019-01-06,19:20:00,1,Collision with vehicle,7,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,360531,Not at intersection,2,100,Arterial Highway,GOULBURN VALLEY,MURRINDINDI,-37.230286,145.76485,2019,1,January,19,Night,Weekend
T20190000368,2019-01-06,16:00:00,4,Collision with a fixed object,7,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,341015,Not at intersection,2,100,Local Road,UNNAMED,MURRINDINDI,-37.39106,145.29646,2019,1,January,16,Afternoon Peak,Weekend
T20190008969,2019-01-06,14:30:00,4,Collision with a fixed object,7,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,345102,Not at intersection,2,100,Arterial Other,WOODS POINT,YARRA RANGES,-37.72479,145.75551,2019,1,January,14,Midday,Weekend
T20190000303,2019-01-06,10:45:00,1,Collision with vehicle,7,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37954,Cross intersection,2,40,Local Road,ARTHURTON,DAREBIN,-37.769344,144.99902,2019,1,January,10,Midday,Weekend
T20190000350,2019-01-07,08:45:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,1,43824,T intersection,2,80,Arterial Other,MONBULK,YARRA RANGES,-37.832355,145.42937,2019,1,January,8,Morning Peak,Weekday
T20190000412,2019-01-07,18:40:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,341066,Not at intersection,3,70,Arterial Highway,HODDLE,YARRA,-37.80941,144.99141,2019,1,January,18,Afternoon Peak,Weekday
T20190001969,2019-01-07,09:30:00,2,Struck Pedestrian,1,Monday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,36095,Cross intersection,2,60,Local Road,ABBOTSFORD,MELBOURNE,-37.80053,144.9459,2019,1,January,9,Morning Peak,Weekday
T20190000339,2019-01-07,00:45:00,6,Vehicle overturned (no collision),1,Monday,170,OFF CARRIAGEWAY TO LEFT,5,341220,Not at intersection,2,60,Local Road,ALLENVALE,SURF COAST,-38.55239,143.9516,2019,1,January,0,Late Night,Weekday
T20190000343,2019-01-07,02:45:00,4,Collision with a fixed object,1,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,5,344256,Not at intersection,1,100,Local Road,MITCHELLSTOWN,STRATHBOGIE,-36.846897,145.09851,2019,1,January,2,Late Night,Weekday
T20190000346,2019-01-07,08:40:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,1,39131,Cross intersection,3,60,Arterial Other,BELMORE,BOROONDARA,-37.802586,145.0762,2019,1,January,8,Morning Peak,Weekday
T20190000347,2019-01-07,06:37:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,580007,Not at intersection,3,80,Arterial Highway,SOUTH GIPPSLAND,DANDENONG,-38.01191,145.2308,2019,1,January,6,Morning Peak,Weekday
T20190000369,2019-01-07,13:00:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,340992,Not at intersection,2,40,Local Road,BLAIR,HUME,-37.666492,144.93285,2019,1,January,13,Midday,Weekday
T20190000406,2019-01-07,14:50:00,4,Collision with a fixed object,1,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,41134,Cross intersection,2,60,Arterial Other,ST KILDA,BAYSIDE,-37.893715,144.9903,2019,1,January,14,Midday,Weekday
T20190000357,2019-01-07,12:03:00,2,Struck Pedestrian,1,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,41433,Cross intersection,2,50,Arterial Other,NEERIM,GLEN EIRA,-37.889214,145.05708,2019,1,January,12,Midday,Weekday
T20190000353,2019-01-07,09:30:00,1,Collision with vehicle,1,Monday,153,CUTTING IN (OVERTAKING),1,72148,Cross intersection,2,90,Arterial Other,BALLARTO,CARDINIA,-38.15602,145.50307,2019,1,January,9,Morning Peak,Weekday
T20190000392,2019-01-07,22:25:00,1,Collision with vehicle,1,Monday,120,HEAD ON (NOT OVERTAKING),3,341833,T intersection,2,50,Local Road,ELMHURST,HUME,-37.693233,144.88814,2019,1,January,22,Night,Weekday
T20190000390,2019-01-07,21:30:00,1,Collision with vehicle,1,Monday,132,RIGHT REAR.,6,38462,T intersection,2,60,Local Road,BERESFORD,YARRA RANGES,-37.749676,145.33658,2019,1,January,21,Night,Weekday
T20190000387,2019-01-07,21:15:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,3,35469,Cross intersection,2,70,Arterial Other,VICTORIA STREET -WETHERBY,MANNINGHAM,-37.78701,145.14374,2019,1,January,21,Night,Weekday
T20190000384,2019-01-07,15:40:00,1,Collision with vehicle,1,Monday,140,U TURN,1,341137,Not at intersection,3,100,Arterial Other,DEANS MARSH-LORNE,SURF COAST,-38.47751,143.9307,2019,1,January,15,Afternoon Peak,Weekday
T20190000383,2019-01-07,18:49:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,48905,T intersection,2,60,Local Road,KENNEDY,HUME,-37.62258,144.92436,2019,1,January,18,Afternoon Peak,Weekday
T20190000379,2019-01-07,17:25:00,6,Vehicle overturned (no collision),1,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,341875,Not at intersection,2,80,Arterial Other,CANTERBURY,YARRA RANGES,-37.81903,145.3134,2019,1,January,17,Afternoon Peak,Weekday
T20190000377,2019-01-07,17:20:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,248053,Cross intersection,3,50,Local Road,GOLDSMITH,BRIMBANK,-37.71659,144.77751,2019,1,January,17,Afternoon Peak,Weekday
T20190000367,2019-01-07,08:42:00,4,Collision with a fixed object,1,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,342641,Not at intersection,2,100,Local Road,MCLOUGHLANS,BULOKE,-35.99867,142.77907,2019,1,January,8,Morning Peak,Weekday
T20190000366,2019-01-07,14:35:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,1,44396,T intersection,3,60,Local Road,HENTY,CARDINIA,-38.078384,145.47379,2019,1,January,14,Midday,Weekday
T20190000365,2019-01-07,13:00:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59524,Cross intersection,2,60,Arterial Highway,NAPIER,BENDIGO,-36.731457,144.30487,2019,1,January,13,Midday,Weekday
T20190000751,2019-01-07,12:00:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,341241,Not at intersection,2,50,Arterial Highway,CHURCH,GEELONG,-38.133347,144.35155,2019,1,January,12,Midday,Weekday
T20190000361,2019-01-07,13:33:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,1,293459,T intersection,2,60,Local Road,ERAMOSA,MORNINGTON PENINSULA,-38.223377,145.17291,2019,1,January,13,Midday,Weekday
T20190000360,2019-01-07,11:55:00,1,Collision with vehicle,1,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,50424,T intersection,3,80,Arterial Highway,PHILLIP ISLAND,BASS COAST,-38.521076,145.33405,2019,1,January,11,Midday,Weekday
T20190000516,2019-01-07,00:45:00,4,Collision with a fixed object,1,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,254026,Cross intersection,3,70,Local Road,BOARDWALK,WYNDHAM,-37.89344,144.72878,2019,1,January,0,Late Night,Weekday
T20190000359,2019-01-07,13:15:00,1,Collision with vehicle,1,Monday,111,RIGHT FAR (INTERSECTIONS ONLY),1,47826,T intersection,3,60,Local Road,EASTFIELD,MAROONDAH,-37.809982,145.26506,2019,1,January,13,Midday,Weekday
T20190000358,2019-01-07,12:15:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,341100,Cross intersection,3,80,Local Road,KILLARA,YARRA RANGES,-37.72265,145.4164,2019,1,January,12,Midday,Weekday
T20190000599,2019-01-07,17:15:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,1,341414,T intersection,2,70,Arterial Other,CANTERBURY,MAROONDAH,-37.8266,145.25679,2019,1,January,17,Afternoon Peak,Weekday
T20190000675,2019-01-07,13:44:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,685,Cross intersection,3,60,Local Road,BOORAN,GLEN EIRA,-37.888878,145.03766,2019,1,January,13,Midday,Weekday
T20190000434,2019-01-08,14:40:00,1,Collision with vehicle,2,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,341079,T intersection,3,80,Arterial Other,BOUNDARY,WYNDHAM,-37.814323,144.7954,2019,1,January,14,Midday,Weekday
T20190000439,2019-01-08,16:00:00,1,Collision with vehicle,2,Tuesday,120,HEAD ON (NOT OVERTAKING),1,343927,Not at intersection,2,50,Local Road,JAMES COOK,CASEY,-37.987713,145.26926,2019,1,January,16,Afternoon Peak,Weekday
T20190000443,2019-01-08,15:50:00,4,Collision with a fixed object,2,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,341075,Not at intersection,3,100,Local Road,PYRAMID ROCK,BASS COAST,-38.46731,145.22017,2019,1,January,15,Afternoon Peak,Weekday
T20190000473,2019-01-08,12:30:00,1,Collision with vehicle,2,Tuesday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,1285,T intersection,3,40,Arterial Other,GORDON,MARIBYRNONG,-37.776314,144.89128,2019,1,January,12,Midday,Weekday
T20190000445,2019-01-08,17:26:00,5,collision with some other object,2,Tuesday,166,STRUCK OBJECT ON CARRIAGEWAY,1,341050,Not at intersection,2,80,Freeway,TULLAMARINE IN-BULLA,MOONEE VALLEY,-37.733692,144.89417,2019,1,January,17,Afternoon Peak,Weekday
T20190000449,2019-01-08,17:50:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),2,203258,Not at intersection,3,60,Arterial Other,SAYERS,WYNDHAM,-37.853165,144.73663,2019,1,January,17,Afternoon Peak,Weekday
